seed,opponent,seat,arm,source_text_sha256,opponent_source_text_sha256,cash_self,cash_opponent,margin,steps,policy_calls,saved_action_mismatch,saved_observation_mismatch,seconds,trace,trace_sha256,bself,bopp,bmargin,bresult,mself,mopp,mmargin,mresult,points,delta_points_vs_B1,delta_points_vs_M20,delta_margin_vs_B1,delta_margin_vs_M20,delta_self_vs_B1,delta_opp_vs_B1,result,transition_vs_B1,transition_vs_M20
612609247,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,61196.0,60982.0,214.0,719,1438,,,2.8403667639998957,reactive_consensus_traces/612609247_v57_seat0_alt_two_votes.json.gz,f5c3b4f673ddddf0c9c8c67ee7123a8f6c1ce2137169c43f1317574e679d4d43,61196.0,60982.0,214.0,W,61195.0,60901.0,294.0,W,1.0,0.0,0.0,0.0,-80.0,0.0,0.0,W,W->W,W->W
612609247,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,61150.0,60958.0,192.0,719,1438,,,3.962370544999999,reactive_consensus_traces/612609247_B1_seat0_alt_two_votes.json.gz,435d25ec80d7e372b8ecf453727c9ad8d96458abcd8c27ad1c2b76ddc7bec7ce,61152.0,61152.0,0.0,T,61144.0,60903.0,241.0,W,1.0,0.5,0.0,192.0,-49.0,-2.0,-194.0,W,T->W,W->W
612609247,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,61150.0,60958.0,192.0,719,1438,,,4.083089111000049,reactive_consensus_traces/612609247_B1_seat1_alt_two_votes.json.gz,651c2a530599bac4508974b8ebea56866009ecb61e356c7f47938f5d292a79e4,61152.0,61152.0,0.0,T,61144.0,60903.0,241.0,W,1.0,0.5,0.0,192.0,-49.0,-2.0,-194.0,W,T->W,W->W
612609247,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,61196.0,60982.0,214.0,719,1438,,,3.820786646999977,reactive_consensus_traces/612609247_v57_seat1_alt_two_votes.json.gz,fd042ff24ec2b70db912dcdbc60886501bc3c3fda869bafb7dad6d9a3c61c466,61196.0,60982.0,214.0,W,61195.0,60901.0,294.0,W,1.0,0.0,0.0,0.0,-80.0,0.0,0.0,W,W->W,W->W
612609247,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,61170.0,60764.0,406.0,719,1438,,,2.974891234000097,reactive_consensus_traces/612609247_order_book_seat0_alt_two_votes.json.gz,3f7e2566a7bdaad1d478b2346a9eacfadf6b8ce1915d4204029288ae0db8cbbc,61172.0,60960.0,212.0,W,61164.0,60709.0,455.0,W,1.0,0.0,0.0,194.0,-49.0,-2.0,-196.0,W,W->W,W->W
612609247,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,61170.0,60764.0,406.0,719,1438,,,2.58402576200001,reactive_consensus_traces/612609247_order_book_seat1_alt_two_votes.json.gz,b4d51abccb8c710220f907911b3e0b484b75c77f637148d22b56272bfbe21c1d,61172.0,60960.0,212.0,W,61164.0,60709.0,455.0,W,1.0,0.0,0.0,194.0,-49.0,-2.0,-196.0,W,W->W,W->W
612609247,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,61275.0,60674.0,601.0,719,1438,,,2.6378537230000347,reactive_consensus_traces/612609247_metav4_seat1_alt_two_votes.json.gz,d8063faf5cbddc39c7365a819e1241df9bb84e9123d07ccaea9e032167d71274,61275.0,60674.0,601.0,W,61274.0,60593.0,681.0,W,1.0,0.0,0.0,0.0,-80.0,0.0,0.0,W,W->W,W->W
612609247,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,61275.0,60674.0,601.0,719,1438,,,2.7469222710000167,reactive_consensus_traces/612609247_metav4_seat0_alt_two_votes.json.gz,60d445987593c5650d0d3175d69170c47a530d1fbbeb2593d6abbc02c6ffbf86,61275.0,60674.0,601.0,W,61274.0,60593.0,681.0,W,1.0,0.0,0.0,0.0,-80.0,0.0,0.0,W,W->W,W->W
612609248,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,87200.0,87093.0,107.0,719,1438,,,2.727793850000012,reactive_consensus_traces/612609248_B1_seat0_alt_two_votes.json.gz,f8641d46e01c6cadb649d154fa4709486e93997c7936f2503aaf333c18ab7789,87200.0,87093.0,107.0,W,87100.0,87411.0,-311.0,L,1.0,0.0,1.0,0.0,418.0,0.0,0.0,W,W->W,L->W
612609248,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,87093.0,87200.0,-107.0,719,1438,,,2.7979974630000015,reactive_consensus_traces/612609248_B1_seat1_alt_two_votes.json.gz,33f378377d79540d36eb61f7b21f98cae172e7511c4048ea3de76e0a7a5406b8,87093.0,87200.0,-107.0,L,86993.0,87518.0,-525.0,L,0.0,0.0,0.0,0.0,418.0,0.0,0.0,L,L->L,L->L
612609248,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,86943.0,87602.0,-659.0,719,1438,,,2.4908529770000314,reactive_consensus_traces/612609248_v57_seat1_alt_two_votes.json.gz,e518e3c47a0cf499cddb8237c9961bf12d623b23472478f112f2c01226fa8664,86943.0,87602.0,-659.0,L,86943.0,87602.0,-659.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,L->L,L->L
612609248,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,87048.0,87503.0,-455.0,719,1438,,,2.6187586959999862,reactive_consensus_traces/612609248_v57_seat0_alt_two_votes.json.gz,94c42787e3e6285f854bb853623ce8300c16f6d0bdc743e8cf1e12a5dba72f7f,87048.0,87503.0,-455.0,L,87048.0,87503.0,-455.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,L->L,L->L
612609248,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,87407.0,86996.0,411.0,719,1438,,,3.243373058999964,reactive_consensus_traces/612609248_order_book_seat0_alt_two_votes.json.gz,b162d6fb502bb09a4dad7d2717100db1d57dd1c475db89556ceee61d38f0f5f0,87407.0,86996.0,411.0,W,87395.0,87394.0,1.0,W,1.0,0.0,0.0,0.0,410.0,0.0,0.0,W,W->W,W->W
612609248,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,87347.0,87349.0,-2.0,719,1438,,,2.566200307000031,reactive_consensus_traces/612609248_metav4_seat0_alt_two_votes.json.gz,fa534a7aa9acc45ac4fe00815a0e20d88f58fccd6e91b47ed8284d9c88ee4fa8,87347.0,87349.0,-2.0,L,87347.0,87349.0,-2.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,L->L,L->L
612609248,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,87300.0,87103.0,197.0,719,1438,,,3.0151307509999015,reactive_consensus_traces/612609248_order_book_seat1_alt_two_votes.json.gz,804bf5309271a5c9f83397e5cc7a7d6ca477872c3f6dea9dbb2dd81f310b0ef6,87300.0,87103.0,197.0,W,87288.0,87501.0,-213.0,L,1.0,0.0,1.0,0.0,410.0,0.0,0.0,W,W->W,L->W
612609248,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,87241.0,87455.0,-214.0,719,1438,,,2.706286230000046,reactive_consensus_traces/612609248_metav4_seat1_alt_two_votes.json.gz,1efccabfa4e6dcc3b6df1890d6c2c0ec3ca7afb35a8af7c06e8eab4c20e6d75f,87241.0,87455.0,-214.0,L,87241.0,87455.0,-214.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,L->L,L->L
612609249,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,80349.0,80577.0,-228.0,719,1438,,,2.2750408629999583,reactive_consensus_traces/612609249_v57_seat0_alt_two_votes.json.gz,99ab49a1fde751b0423386ada1a5f85dc0115e0ab91e696f180237c70d762bb6,80349.0,80577.0,-228.0,L,80437.0,80553.0,-116.0,L,0.0,0.0,0.0,0.0,-112.0,0.0,0.0,L,L->L,L->L
612609249,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,81050.0,81050.0,0.0,719,1438,,,2.548144230000048,reactive_consensus_traces/612609249_B1_seat1_alt_two_votes.json.gz,c66ee6d688720c2582852d9920ca6b75ef5ed30fde7fd40a3d377237029b0700,81050.0,81050.0,0.0,T,80324.0,80526.0,-202.0,L,0.5,0.0,0.5,0.0,202.0,0.0,0.0,T,T->T,L->T
612609249,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,81050.0,81050.0,0.0,719,1438,,,2.6356374299999743,reactive_consensus_traces/612609249_B1_seat0_alt_two_votes.json.gz,2bbd7236b85d34b897ff5a183db7d42c589dce2c653eef1c047065381a2456f8,81050.0,81050.0,0.0,T,80324.0,80526.0,-202.0,L,0.5,0.0,0.5,0.0,202.0,0.0,0.0,T,T->T,L->T
612609249,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,80349.0,80577.0,-228.0,719,1438,,,2.4324374889999945,reactive_consensus_traces/612609249_v57_seat1_alt_two_votes.json.gz,15431823061ac850c9149e2f0f606dcef72b3cfc1a9334e146aa18e2af974f82,80349.0,80577.0,-228.0,L,80437.0,80553.0,-116.0,L,0.0,0.0,0.0,0.0,-112.0,0.0,0.0,L,L->L,L->L
612609249,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,80404.0,80451.0,-47.0,719,1438,,,2.038188892999983,reactive_consensus_traces/612609249_metav4_seat1_alt_two_votes.json.gz,1ddb98f04e303208353babd9c11147d6ab0ce3f69b420a7122776b4396ac4a83,80404.0,80451.0,-47.0,L,80492.0,80427.0,65.0,W,0.0,0.0,-1.0,0.0,-112.0,0.0,0.0,L,L->L,W->L
612609249,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,81152.0,81121.0,31.0,719,1438,,,2.152498129000037,reactive_consensus_traces/612609249_order_book_seat1_alt_two_votes.json.gz,819ef7153b937041db9716738844ded315065aab455ab7debf37e6f014557184,81152.0,81121.0,31.0,W,80335.0,80507.0,-172.0,L,1.0,0.0,1.0,0.0,203.0,0.0,0.0,W,W->W,L->W
612609249,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,81152.0,81121.0,31.0,719,1438,,,2.272764921999965,reactive_consensus_traces/612609249_order_book_seat0_alt_two_votes.json.gz,f67dde000a400aaba5976c511586a9a62927ca923b02bc9a5e4228f1d0e46adf,81152.0,81121.0,31.0,W,80335.0,80507.0,-172.0,L,1.0,0.0,1.0,0.0,203.0,0.0,0.0,W,W->W,L->W
612609249,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,80404.0,80451.0,-47.0,719,1438,,,2.242511921000073,reactive_consensus_traces/612609249_metav4_seat0_alt_two_votes.json.gz,da53858c1e435645887158eefb1ed7ac10e2c18ab25d818b5d40d6a3aecca4b8,80404.0,80451.0,-47.0,L,80492.0,80427.0,65.0,W,0.0,0.0,-1.0,0.0,-112.0,0.0,0.0,L,L->L,W->L
612609250,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,63550.0,63171.0,379.0,719,1438,,,2.403022508000049,reactive_consensus_traces/612609250_v57_seat0_alt_two_votes.json.gz,99cd53146c8f9505f87beeb297d1bec00f01a122c55bf60bae1e047a4eb779e1,63023.0,62795.0,228.0,W,64050.0,62028.0,2022.0,W,1.0,0.0,0.0,151.0,-1643.0,527.0,376.0,W,W->W,W->W
612609250,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,63434.0,63278.0,156.0,719,1438,,,2.414492604999964,reactive_consensus_traces/612609250_v57_seat1_alt_two_votes.json.gz,ce5e03067bd80d3b202b14e430ddf9f8feeb27594f497f2cf0833937ca2eaf18,62907.0,62902.0,5.0,W,63934.0,62135.0,1799.0,W,1.0,0.0,0.0,151.0,-1643.0,527.0,376.0,W,W->W,W->W
612609250,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,63409.0,63143.0,266.0,719,1438,,,2.5803323970000065,reactive_consensus_traces/612609250_B1_seat1_alt_two_votes.json.gz,77ee7f712f7aa1c6e0d9b41240d3a6dc229a2fa76a117185e5628eed9adfd4ac,62863.0,62980.0,-117.0,L,64137.0,62061.0,2076.0,W,1.0,1.0,0.0,383.0,-1810.0,546.0,163.0,W,L->W,W->W
612609250,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,63526.0,63026.0,500.0,719,1438,,,2.688224150999986,reactive_consensus_traces/612609250_B1_seat0_alt_two_votes.json.gz,131e6ef8bcdc27d0927afd8413491bdb98b4afae790d258a3435b12ccffe2300,62980.0,62863.0,117.0,W,64254.0,61944.0,2310.0,W,1.0,0.0,0.0,383.0,-1810.0,546.0,163.0,W,W->W,W->W
612609250,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,63602.0,62789.0,813.0,719,1438,,,2.7965629130000025,reactive_consensus_traces/612609250_metav4_seat0_alt_two_votes.json.gz,f5ee285bdd5627d39d4ecf8d8b08f769c757b90cf339721c739728130e89dcaa,63208.0,62513.0,695.0,W,64215.0,61773.0,2442.0,W,1.0,0.0,0.0,118.0,-1629.0,394.0,276.0,W,W->W,W->W
612609250,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,63536.0,62848.0,688.0,719,1438,,,3.0389109669999925,reactive_consensus_traces/612609250_order_book_seat0_alt_two_votes.json.gz,48a246075dc8a1cbb5c850bb2895f4fc83e45e7e3573d7080b08e463e33e2d97,63075.0,62779.0,296.0,W,64361.0,61858.0,2503.0,W,1.0,0.0,0.0,392.0,-1815.0,461.0,69.0,W,W->W,W->W
612609250,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,63419.0,62965.0,454.0,719,1438,,,3.0924286919999986,reactive_consensus_traces/612609250_order_book_seat1_alt_two_votes.json.gz,acbd06cf2f7660d15397a1b68ba43207d9c19ed77a8a52528d1470e12265cd87,62958.0,62896.0,62.0,W,64244.0,61975.0,2269.0,W,1.0,0.0,0.0,392.0,-1815.0,461.0,69.0,W,W->W,W->W
612609250,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,63489.0,62910.0,579.0,719,1438,,,2.9478237499999977,reactive_consensus_traces/612609250_metav4_seat1_alt_two_votes.json.gz,28150295bc7eda103a1fe29120487f9085397c46d984bf62711109bd87984eb0,63095.0,62634.0,461.0,W,64102.0,61894.0,2208.0,W,1.0,0.0,0.0,118.0,-1629.0,394.0,276.0,W,W->W,W->W
612609251,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,116576.0,116576.0,0.0,719,1438,,,2.6887853870000527,reactive_consensus_traces/612609251_B1_seat0_alt_two_votes.json.gz,d5523f488e09c1424af65a74d7df96c4750e9c66059417cc114622da3023227b,116576.0,116576.0,0.0,T,116715.0,116275.0,440.0,W,0.5,0.0,-0.5,0.0,-440.0,0.0,0.0,T,T->T,W->T
612609251,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,116840.0,116329.0,511.0,719,1438,,,2.5296133980000377,reactive_consensus_traces/612609251_v57_seat0_alt_two_votes.json.gz,25a0c6e4176f8164461b09067b3da4a34d1cbfa138c669f7d65f3402d3014f6b,116840.0,116329.0,511.0,W,116813.0,116361.0,452.0,W,1.0,0.0,0.0,0.0,59.0,0.0,0.0,W,W->W,W->W
612609251,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,116576.0,116576.0,0.0,719,1438,,,2.687186724999947,reactive_consensus_traces/612609251_B1_seat1_alt_two_votes.json.gz,8edf9e08e161c9844f40f6477d97d832fd20a33ad43bd1853b7c78396f679887,116576.0,116576.0,0.0,T,116715.0,116275.0,440.0,W,0.5,0.0,-0.5,0.0,-440.0,0.0,0.0,T,T->T,W->T
612609251,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,116840.0,116329.0,511.0,719,1438,,,2.5934402370000953,reactive_consensus_traces/612609251_v57_seat1_alt_two_votes.json.gz,2700b7736735fe12f014502369160c33b075f00cc8d505167d1248e7defc6f43,116840.0,116329.0,511.0,W,116813.0,116361.0,452.0,W,1.0,0.0,0.0,0.0,59.0,0.0,0.0,W,W->W,W->W
612609251,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,117063.0,115972.0,1091.0,719,1438,,,2.012291183000002,reactive_consensus_traces/612609251_metav4_seat1_alt_two_votes.json.gz,27ecc64a6e6f57d4b4f83cc3e56d44372385137130f6d077138731badf725674,117063.0,115972.0,1091.0,W,117061.0,115979.0,1082.0,W,1.0,0.0,0.0,0.0,9.0,0.0,0.0,W,W->W,W->W
612609251,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,116755.0,116271.0,484.0,719,1438,,,2.3102382480000188,reactive_consensus_traces/612609251_order_book_seat0_alt_two_votes.json.gz,bb1f9091b3c6b7bbaf7ae8f7db078cc9a003207e38254e3470ca5a8a722f6fcd,116755.0,116271.0,484.0,W,116904.0,115962.0,942.0,W,1.0,0.0,0.0,0.0,-458.0,0.0,0.0,W,W->W,W->W
612609251,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,116755.0,116271.0,484.0,719,1438,,,2.260077561999992,reactive_consensus_traces/612609251_order_book_seat1_alt_two_votes.json.gz,c696c5f3b825ba644f0efb600e26f5206ac111c395816266854b8d30e7a12ba3,116755.0,116271.0,484.0,W,116904.0,115962.0,942.0,W,1.0,0.0,0.0,0.0,-458.0,0.0,0.0,W,W->W,W->W
612609251,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,117063.0,115972.0,1091.0,719,1438,,,2.276231804999952,reactive_consensus_traces/612609251_metav4_seat0_alt_two_votes.json.gz,68b3545b3074d2ec7cb5fc3cc6fafdf3ae82c7697200bdde963856dbc3022331,117063.0,115972.0,1091.0,W,117061.0,115979.0,1082.0,W,1.0,0.0,0.0,0.0,9.0,0.0,0.0,W,W->W,W->W
612609252,B1,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,103043.0,103040.0,3.0,719,1438,,,2.473222494999959,reactive_consensus_traces/612609252_B1_seat1_alt_two_votes.json.gz,8e7f20bedc373dd32eaabbbbd1a70b1021a284ada1245cd8c7d2999c7e54e48c,103045.0,103045.0,0.0,T,103043.0,103040.0,3.0,W,1.0,0.5,0.0,3.0,0.0,-2.0,-5.0,W,T->W,W->W
612609252,v57,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,103011.0,103048.0,-37.0,719,1438,,,2.4252646459999596,reactive_consensus_traces/612609252_v57_seat1_alt_two_votes.json.gz,91675def68c6afdcea4747e59903f510172b3749238f46d5128ac27ef2280447,103013.0,103053.0,-40.0,L,103011.0,103048.0,-37.0,L,0.0,0.0,0.0,3.0,0.0,-2.0,-5.0,L,L->L,L->L
612609252,v57,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,103011.0,103048.0,-37.0,719,1438,,,2.556709578999971,reactive_consensus_traces/612609252_v57_seat0_alt_two_votes.json.gz,b325373e2b76c776dc585e032b21b1327a03ca8962b08783e80bd85b3013cb9a,103013.0,103053.0,-40.0,L,103011.0,103048.0,-37.0,L,0.0,0.0,0.0,3.0,0.0,-2.0,-5.0,L,L->L,L->L
612609252,B1,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a89943d84da23261883150712c5925b65c676c28c03a6b96aee14dad7a59454a,103043.0,103040.0,3.0,719,1438,,,2.8542721090000214,reactive_consensus_traces/612609252_B1_seat0_alt_two_votes.json.gz,b658cb548e85f16f6d31f29eb39a395dae7f53d58ac909b206338c61fa7b8560,103045.0,103045.0,0.0,T,103043.0,103040.0,3.0,W,1.0,0.5,0.0,3.0,0.0,-2.0,-5.0,W,T->W,W->W
612609252,metav4,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,103109.0,102733.0,376.0,719,1438,,,3.0367202070000303,reactive_consensus_traces/612609252_metav4_seat0_alt_two_votes.json.gz,c05db173e8ecb240ee9c22f66b4c37e9163ae1124e0dccae49f1aeaab1ce691a,103111.0,102738.0,373.0,W,103109.0,102733.0,376.0,W,1.0,0.0,0.0,3.0,0.0,-2.0,-5.0,W,W->W,W->W
612609252,order_book,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,103063.0,102852.0,211.0,719,1438,,,3.6841017469999997,reactive_consensus_traces/612609252_order_book_seat1_alt_two_votes.json.gz,1c6fc49ca13efd1e5302e2d75d22d9a2d42fbd44ca100e543063346caeebef58,103065.0,102857.0,208.0,W,103063.0,102852.0,211.0,W,1.0,0.0,0.0,3.0,0.0,-2.0,-5.0,W,W->W,W->W
612609252,metav4,1,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,103109.0,102733.0,376.0,719,1438,,,3.5170473279999896,reactive_consensus_traces/612609252_metav4_seat1_alt_two_votes.json.gz,256aac3a50f052740b5f006c3a25f43a2d6cf1c816ed687353a949c1e6d4575f,103111.0,102738.0,373.0,W,103109.0,102733.0,376.0,W,1.0,0.0,0.0,3.0,0.0,-2.0,-5.0,W,W->W,W->W
612609252,order_book,0,alt_two_votes,0683788d7ce83464f7da1d8e91f5037d8e6b656d381e9fee1d30f20f0fd73fba,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,103063.0,102852.0,211.0,719,1438,,,3.768811817000028,reactive_consensus_traces/612609252_order_book_seat0_alt_two_votes.json.gz,aed72268ccd0ba8daa162dfcc9fa9ee912812b52501661bbfbf7dc5b04c13828,103065.0,102857.0,208.0,W,103063.0,102852.0,211.0,W,1.0,0.0,0.0,3.0,0.0,-2.0,-5.0,W,W->W,W->W
